date,title,artist,peakPos,lastPos,weeks,rank,change
12/16/17,Rake It Up,Yo Gotti Featuring Nicki Minaj,8,27,22,34,-7
12/16/17,Slow Hands,Niall Horan,11,40,31,50,-10
12/16/17,Strip That Down,Liam Payne Featuring Quavo,10,36,28,41,-5
12/16/17,Total Eclipse Of The Heart,Chloe Kohanski,99,0,1,99,New
12/9/17,Awful Things,Lil Peep,79,0,1,79,New
12/9/17,Every Little Thing,Carly Pearce,50,72,17,84,-12
12/9/17,Glorious,Macklemore Featuring Skylar Grey,49,0,19,93,Re-Entry
12/9/17,Questions,Chris Brown,78,91,13,94,-3
12/9/17,Relationship,Young Thug Featuring Future,65,86,14,81,5
12/9/17,The Rest Of Our Life,Tim McGraw & Faith Hill,98,0,1,98,New
12/2/17,Call It What You Want,Taylor Swift,27,27,2,73,-46
12/2/17,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,45,51,21,50,1
12/2/17,Gorgeous,Taylor Swift,13,85,4,89,-4
12/2/17,Patek Water,Future & Young Thug Featuring Offset,50,97,4,100,-3
12/2/17,Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",64,64,3,88,-24
12/2/17,Smooth,Florida Georgia Line,89,91,7,92,-1
12/2/17,Something Just Like This,The Chainsmokers & Coldplay,3,42,39,49,-7
12/2/17,The Plan,G-Eazy,96,0,1,96,New
12/2/17,What Ifs,Kane Brown Featuring Lauren Alaina,26,39,23,43,-4
12/2/17,XO TOUR Llif3,Lil Uzi Vert,7,45,34,48,-3
11/25/17,Body Like A Back Road,Sam Hunt,6,49,41,49,0
11/25/17,Mad Stalkers,"21 Savage, Offset & Metro Boomin",99,0,1,99,New
11/25/17,My Choppa Hate N****s,21 Savage & Metro Boomin,73,94,2,73,21
11/25/17,Nightmare,Offset & Metro Boomin,100,0,1,100,New
11/25/17,Pray,Sam Smith Featuring Logic,55,0,2,82,Re-Entry
11/25/17,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,38,21,48,-10
11/18/17,All The Pretty Girls,Kenny Chesney,63,87,14,97,-10
11/18/17,B.E.D.,Jacquees,69,97,13,93,4
11/18/17,Heartache On The Dance Floor,Jon Pardi,47,95,18,92,3
11/18/17,High End,Chris Brown Featuring Future & Young Thug,82,0,2,100,Re-Entry
11/18/17,Location,Khalid,16,43,43,48,-5
11/18/17,More Girls Like You,Kip Moore,66,89,12,99,-10
11/18/17,Too Hotty,"Quavo, Takeoff & Offset",91,99,4,96,3
11/11/17,4 Da Gang,Future,92,0,1,92,New
11/11/17,All Da Smoke,Future & Young Thug,77,0,1,77,New
11/11/17,Bedroom Floor,Liam Payne,98,0,1,98,New
11/11/17,Butterfly Effect,Travis Scott,51,51,22,53,-2
11/11/17,Escapate Conmigo,Wisin Featuring Ozuna,63,72,20,76,-4
11/11/17,Feed Me Dope,Future,68,0,1,68,New
11/11/17,Friends,Justin Bieber + BloodPop,20,88,10,94,-6
11/11/17,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",44,68,20,79,-11
11/11/17,Love Galore,SZA Featuring Travis Scott,32,41,20,48,-7
11/11/17,No Cap,Future & Young Thug,62,0,1,62,New
11/11/17,Three,Future & Young Thug,100,0,1,100,New
11/4/17,Curve,Gucci Mane Featuring The Weeknd,67,0,3,71,Re-Entry
11/4/17,Do I Make You Wanna,Billy Currington,47,100,19,100,0
11/4/17,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,78,18,94,-16
11/4/17,No Promises,Cheat Codes Featuring Demi Lovato,38,43,23,49,-6
11/4/17,Say You Won't Let Go,James Arthur,11,42,52,46,-4
11/4/17,Small Town Boy,Dustin Lynch,36,50,20,53,-3
11/4/17,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,95,0,1,95,New
11/4/17,They Don't Know,Jason Aldean,67,79,12,99,-20
10/28/17,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,20,0,1,20,Hot Shot Debut
10/28/17,Dear Hate,Maren Morris Featuring Vince Gill,91,0,1,91,New
10/28/17,DNA,BTS,67,87,4,98,-11
10/28/17,Loyalty.,Kendrick Lamar Featuring Rihanna,14,44,26,48,-4
10/28/17,No Promises,A Boogie Wit da Hoodie,74,74,2,93,-19
10/28/17,Say A',A Boogie Wit da Hoodie,75,75,2,94,-19
10/21/17,Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,86,0,1,86,New
10/21/17,Hi Bich,Bhad Bhabie,68,0,1,68,Hot Shot Debut
10/21/17,It Ain't My Fault,Brothers Osborne,79,89,16,88,1
10/21/17,No Such Thing As A Broken Heart,Old Dominion,46,85,19,92,-7
10/21/17,Redbone,Childish Gambino,12,43,44,50,-7
10/21/17,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,84,0,1,84,New
10/21/17,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,90,13,100,-10
10/14/17,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,78,10,88,-10
10/14/17,Felices Los 4,Maluma,48,72,20,80,-8
10/14/17,Fetish,Selena Gomez Featuring Gucci Mane,27,87,12,96,-9
10/14/17,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,39,22,42,-3
10/14/17,Stay,Zedd & Alessia Cara,7,42,31,47,-5
10/14/17,Wish I Knew You,The Revivalists,84,99,9,99,0
10/7/17,Drinkin' Problem,Midland,45,84,20,93,-9
10/7/17,Everybody Dies In Their Nightmares,XXXTENTACION,54,79,4,96,-17
10/7/17,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",92,0,1,92,New
10/7/17,Mask Off,Future,5,46,31,48,-2
10/7/17,No Complaints,Metro Boomin Featuring Offset & Drake,71,97,5,100,-3
10/7/17,These Heaux,Bhad Bhabie,77,87,3,98,-11
9/30/17,444+222,Lil Uzi Vert,60,79,3,100,-21
9/30/17,Found You,Kane Brown,80,0,1,80,New
9/30/17,Magnolia,Playboi Carti,29,60,20,63,-3
9/30/17,Swish Swish,Katy Perry Featuring Nicki Minaj,46,55,10,92,-37
9/30/17,Versace On The Floor,Bruno Mars,33,71,14,83,-12
9/23/17,Dark Queen,Lil Uzi Vert,91,92,2,91,1
9/23/17,Most Girls,Hailee Steinfeld,58,87,16,88,-1
9/23/17,My Girl,Dylan Scott,39,88,20,87,1
9/23/17,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,79,79,2,94,-15
9/23/17,No Fear,DeJ Loaf,100,0,1,100,New
9/23/17,Reminder,The Weeknd,31,0,17,99,Re-Entry
9/23/17,Revenge,XXXTENTACION,77,77,2,96,-19
9/23/17,Somebody Else Will,Justin Moore,59,0,13,98,Re-Entry
9/23/17,X,Lil Uzi Vert,81,81,2,93,-12
9/16/17,Carry On,XXXTENTACION,95,0,1,95,New
9/16/17,Depression & Obsession,XXXTENTACION,91,0,1,91,New
9/16/17,DNA.,Kendrick Lamar,4,65,20,63,2
9/16/17,Down,Fifth Harmony Featuring Gucci Mane,42,0,10,99,Re-Entry
9/16/17,For Real,Lil Uzi Vert,82,0,1,82,New
9/16/17,It Ain't Me,Kygo x Selena Gomez,10,37,29,44,-7
9/16/17,No Sleep Leak,Lil Uzi Vert,90,0,1,90,New
9/16/17,Save Me,XXXTENTACION,94,0,1,94,New
9/16/17,Two,Lil Uzi Vert,80,0,1,80,New
9/16/17,UnFazed,Lil Uzi Vert Featuring The Weeknd,84,0,1,84,New
9/9/17,2U,David Guetta Featuring Justin Bieber,16,64,11,73,-9
9/9/17,4:00 AM,2 Chainz Featuring Travis Scott,55,90,12,95,-5
9/9/17,Castle On The Hill,Ed Sheeran,6,39,33,48,-9
9/9/17,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,41,21,46,-5
9/9/17,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,40,20,43,-3
9/9/17,Flatliner,Cole Swindell,56,74,18,88,-14
9/9/17,For Her,Chris Lane,92,94,4,92,2
9/9/17,Honest,The Chainsmokers,77,77,4,81,-4
9/9/17,Its Every Night Sis,RiceGum Featuring Alissa Violet,80,0,1,80,New
9/9/17,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,0,3,99,Re-Entry
9/9/17,Now Or Never,Halsey,17,32,20,40,-8
9/9/17,Patty Cake,Kodak Black,76,86,3,93,-7
9/9/17,Perplexing Pegasus,Rae Sremmurd,84,93,3,91,2
9/9/17,Privacy,Chris Brown,62,91,17,97,-6
9/9/17,Untouchable,YoungBoy Never Broke Again,95,95,2,96,-1
9/9/17,You Look Good,Lady Antebellum,59,65,20,62,3
9/9/17,Younger Now,Miley Cyrus,79,0,1,79,New
9/2/17,Bad Liar,Selena Gomez,20,74,14,83,-9
9/2/17,Craving You,Thomas Rhett Featuring Maren Morris,39,63,20,60,3
9/2/17,El Amante,Nicky Jam,92,100,15,99,1
9/2/17,First Day Out,Tee Grizzley,48,78,20,84,-6
9/2/17,In Case You Didn't Know,Brett Young,19,41,28,45,-4
9/2/17,It's Goin' Down,Descendants 2 Cast,77,96,4,96,0
9/2/17,Malibu,Miley Cyrus,10,73,15,78,-5
9/2/17,Slippery,Migos Featuring Gucci Mane,29,37,21,46,-9
9/2/17,Something New,Wiz Khalifa Featuring Ty Dolla $ign,92,0,1,92,New
9/2/17,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,76,0,10,100,Re-Entry
8/26/17,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",95,0,1,95,New
8/26/17,Issues,Julia Michaels,11,39,29,44,-5
8/26/17,OMG,Camila Cabello Featuring Quavo,81,0,1,81,New
8/26/17,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,84,3,85,-1
8/26/17,You Da Baddest,Future Featuring Nicki Minaj,38,38,2,87,-49
8/19/17,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,89,19,95,-6
8/19/17,Heavy,Linkin Park Featuring Kiiara,45,45,19,96,-51
8/19/17,Learn To Let Go,Kesha,97,0,1,97,New
8/19/17,Passionfruit,Drake,8,80,20,81,-1
8/19/17,Rolex,Ayo & Teo,20,50,25,49,1
8/19/17,Signs,Drake,36,98,6,100,-2
8/19/17,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,92,9,91,1
8/19/17,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,86,20,82,4
8/12/17,1942 Flows,Meek Mill,83,0,1,83,New
8/12/17,Closer,The Chainsmokers Featuring Halsey,1,36,52,39,-3
8/12/17,F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,97,0,1,97,New
8/12/17,Heavy Heart,Meek Mill,99,0,1,99,New
8/12/17,Imitadora,Romeo Santos,91,0,1,91,New
8/12/17,In The End,Linkin Park,2,0,39,37,Re-Entry
8/12/17,Issues,Meek Mill,77,0,1,77,New
8/12/17,Numb,Linkin Park,11,0,33,34,Re-Entry
8/12/17,The Fighter,Keith Urban Featuring Carrie Underwood,38,0,23,47,Re-Entry
8/12/17,The Story Of O.J.,JAY-Z,23,72,3,95,-23
8/12/17,We Ball,Meek Mill Featuring Young Thug,96,0,1,96,New
8/12/17,Wins & Losses,Meek Mill,79,0,1,79,New
8/12/17,Yours If You Want It,Rascal Flatts,71,71,10,87,-16
8/5/17,24K Magic,Bruno Mars,4,48,41,50,-2
8/5/17,4:44,JAY-Z,35,35,2,61,-26
8/5/17,A Lie,French Montana Featuring The Weeknd & Max B,75,0,1,75,Hot Shot Debut
8/5/17,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,43,36,45,-2
8/5/17,Crying In The Club,Camila Cabello,47,71,9,73,-2
8/5/17,Element.,Kendrick Lamar,16,100,11,98,2
8/5/17,Every Time I Hear That Song,Blake Shelton,56,79,11,85,-6
8/5/17,iSpy,KYLE Featuring Lil Yachty,4,39,30,46,-7
8/5/17,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86,0,1,86,New
8/5/17,Rollin,Calvin Harris Featuring Future & Khalid,62,0,4,97,Re-Entry
8/5/17,The Cure,Lady Gaga,39,84,14,87,-3
8/5/17,Weak,AJR,73,95,11,93,2
8/5/17,Woman,Kesha Featuring The Dap-Kings Horns,96,0,1,96,New
7/29/17,Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",47,0,1,47,New
7/29/17,Caught Their Eyes,JAY-Z Featuring Frank Ocean,63,0,1,63,New
7/29/17,Family Feud,JAY-Z Featuring Beyonce,51,0,1,51,New
7/29/17,Famous,21 Savage,94,0,1,94,New
7/29/17,Get Low,Zedd & Liam Payne,91,0,1,91,New
7/29/17,Hurricane,Luke Combs,31,46,22,50,-4
7/29/17,Kill Jay Z,JAY-Z,55,0,1,55,New
7/29/17,Marcy Me,JAY-Z,90,0,1,90,New
7/29/17,Moonlight,JAY-Z,86,0,1,86,New
7/29/17,Slide,Calvin Harris Featuring Frank Ocean & Migos,25,32,20,45,-13
7/29/17,Smile,JAY-Z Featuring Gloria Carter,56,0,1,56,New
7/22/17,Extra Luv,Future Featuring YG,99,0,1,99,New
7/22/17,Goosebumps,Travis Scott,32,42,34,47,-5
7/22/17,How Not To,Dan + Shay,57,80,14,100,-20
7/22/17,Losin Control,Russ,62,92,19,95,-3
7/22/17,Portland,Drake Featuring Quavo & Travis Scott,9,79,16,90,-11
7/22/17,Sign Of The Times,Harry Styles,4,58,13,73,-15
7/22/17,T-Shirt,Migos,19,49,25,48,1
7/22/17,Tunnel Vision,Kodak Black,6,51,20,55,-4
7/22/17,Who Dat Boy,"Tyler, The Creator",87,0,1,87,New
7/15/17,Cold,Maroon 5 Featuring Future,16,71,20,91,-20
7/15/17,Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,68,0,1,68,New
7/15/17,Good Drank,2 Chainz x Gucci Mane x Quavo,70,70,16,97,-27
7/15/17,If I Told You,Darius Rucker,53,76,11,83,-7
7/15/17,On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",88,0,1,88,New
7/15/17,Shining,DJ Khaled Featuring Beyonce & JAY Z,57,0,14,98,Re-Entry
7/15/17,To The Max,DJ Khaled Featuring Drake,53,78,4,73,5
7/8/17,First Day Out,Kodak Black,61,0,1,61,New
7/8/17,Look At Me!,XXXTENTACION,34,54,20,60,-6
7/8/17,My Old Man,Zac Brown Band,68,0,4,88,Re-Entry
7/8/17,Nobody Else But You,Trey Songz,92,92,3,97,-5
7/8/17,Real Hitta,Plies Featuring Kodak Black,100,0,1,100,New
7/8/17,Scars To Your Beautiful,Alessia Cara,8,49,43,45,4
7/1/17,Black,Dierks Bentley,56,71,19,86,-15
7/1/17,Bon Appetit,Katy Perry Featuring Migos,59,98,6,85,13
7/1/17,Gyalchester,Drake,29,91,11,98,-7
7/1/17,Hometown Girl,Josh Turner,56,90,16,96,-6
7/1/17,Swang,Rae Sremmurd,26,33,26,50,-17
6/24/17,Human,Rag'n'Bone Man,74,92,7,100,-8
6/24/17,Met Gala,Gucci Mane Featuring Offset,88,88,2,92,-4
6/24/17,Peek A Boo,Lil Yachty Featuring Migos,78,80,4,89,-9
6/24/17,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,9,43,27,49,-6
6/24/17,Scared To Be Lonely,Martin Garrix & Dua Lipa,76,84,14,95,-11
6/17/17,Don't Get Too High,Bryson Tiller,89,0,1,89,New
6/17/17,Me Enamore,Shakira,83,0,2,83,Re-Entry
6/17/17,No Longer Friends,Bryson Tiller,98,0,1,98,New
6/17/17,Paris,The Chainsmokers,6,53,20,46,7
6/17/17,Run Me Dry,Bryson Tiller,91,0,1,91,New
6/17/17,Self-Made,Bryson Tiller,85,0,1,85,New
6/17/17,Somethin Tells Me,Bryson Tiller,74,0,1,74,Hot Shot Debut
6/17/17,Strangers,Halsey Featuring Lauren Jauregui,100,0,1,100,New
6/17/17,There For You,Martin Garrix x Troye Sivan,94,0,1,94,New
6/10/17,Any Ol' Barstool,Jason Aldean,52,91,18,100,-9
6/10/17,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,60,72,8,87,-15
6/10/17,Boy,Lee Brice,94,0,1,94,New
6/10/17,Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,88,15,86,2
6/10/17,Deja Vu,Lauren Duski,43,0,1,43,New
6/10/17,Either Way,Chris Stapleton,89,0,2,97,Re-Entry
6/10/17,Money On You,Chris Blue,66,0,1,66,New
6/10/17,The Dance,Lauren Duski,92,0,1,92,New
6/3/17,Both,Gucci Mane Featuring Drake,41,43,22,44,-1
6/3/17,Bounce Back,Big Sean,6,45,28,50,-5
6/3/17,Cake,Flo Rida & 99 Percent,73,84,6,96,-12
6/3/17,Ghost In This House,Lauren Duski,98,0,1,98,New
6/3/17,Good Life,G-Eazy & Kehlani,59,73,5,90,-17
6/3/17,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2,46,23,48,-2
6/3/17,I Feel It Coming,The Weeknd Featuring Daft Punk,4,44,26,46,-2
6/3/17,Love On The Brain,Rihanna,5,39,31,43,-4
6/3/17,Prblms,6LACK,72,81,8,82,-1
6/3/17,The Weekend,Brantley Gilbert,64,68,20,69,-1
6/3/17,Yeah Boy,Kelsea Ballerini,65,66,13,84,-18
5/27/17,Down,Marian Hill,21,73,17,100,-27
5/27/17,Everybody,Logic,59,0,2,71,Re-Entry
5/27/17,Galway Girl,Ed Sheeran,53,0,5,94,Re-Entry
5/27/17,Moves,Big Sean,38,0,19,95,Re-Entry
5/27/17,The Night We Met,Lord Huron,84,86,4,91,-5
5/20/17,Call On Me,Starley,65,80,18,97,-17
5/20/17,Can't Stop The Feeling!,Justin Timberlake,1,38,52,39,-1
5/20/17,First Time,Kygo & Ellie Goulding,67,0,1,67,New
5/20/17,Party,Chris Brown Featuring Usher & Gucci Mane,40,76,20,80,-4
5/20/17,Selfish,Future Featuring Rihanna,37,98,10,95,3
5/20/17,Sweet Creature,Harry Styles,93,0,1,93,New
5/20/17,XXX.,Kendrick Lamar Featuring U2,33,56,3,79,-23
5/20/17,Yah.,Kendrick Lamar,32,65,3,89,-24
5/20/17,You're Welcome,Dwayne Johnson,65,0,13,99,Re-Entry
5/13/17,Deja Vu,J. Cole,7,89,20,100,-11
5/13/17,Fear.,Kendrick Lamar,50,50,2,91,-41
5/13/17,Feel.,Kendrick Lamar,35,35,2,69,-34
5/13/17,God.,Kendrick Lamar,58,58,2,96,-38
5/13/17,Green Light,Lorde,19,74,9,86,-12
5/13/17,Hard Times,Paramore,90,0,1,90,New
5/13/17,How Far I'll Go,Auli'i Cravalho,41,65,20,89,-24
5/13/17,Lust For Life,Lana Del Rey Featuring The Weeknd,64,0,1,64,New
5/13/17,Lust.,Kendrick Lamar,42,42,2,75,-33
5/13/17,Mercy,Shawn Mendes,15,49,32,48,1
5/13/17,No Frauds,"Nicki Minaj, Drake & Lil Wayne",14,80,7,95,-15
5/13/17,Pride.,Kendrick Lamar,37,37,2,71,-34
5/13/17,Still Got Time,Zayn Featuring PARTYNEXTDOOR,66,0,3,81,Re-Entry
5/6/17,Black SpiderMan,Logic Featuring Damian Lemar Hudson,87,0,1,87,New
5/6/17,Blood.,Kendrick Lamar,54,0,1,54,New
5/6/17,Dirt On My Boots,Jon Pardi,37,45,20,62,-17
5/6/17,Duckworth.,Kendrick Lamar,63,0,1,63,New
5/6/17,Fast,Luke Bryan,58,66,13,85,-19
4/29/17,Bar At The End Of The World,Kenny Chesney,92,0,1,92,New
4/29/17,Blem,Drake,38,78,4,84,-6
4/29/17,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,6,45,27,46,-1
4/29/17,Draco,Future,46,87,8,83,4
4/29/17,Fake Love,Drake,8,31,25,38,-7
4/29/17,Free Smoke,Drake,18,68,4,72,-4
4/29/17,How Far I'll Go,Alessia Cara,56,92,19,98,-6
4/29/17,Play That Song,Train,41,72,20,70,2
4/29/17,Road Less Traveled,Lauren Alaina,67,67,12,77,-10
4/29/17,Starboy,The Weeknd Featuring Daft Punk,1,37,30,39,-2
4/29/17,Teenage Fever,Drake,35,83,4,91,-8
4/29/17,The One,The Chainsmokers,78,91,2,78,13
4/29/17,Think A Little Less,Michael Ray,54,86,16,90,-4
4/22/17,Bad Things,Machine Gun Kelly x Camila Cabello,4,39,23,50,-11
4/22/17,Conscience,Kodak Black Featuring Future,93,0,1,93,New
4/22/17,Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",96,0,1,96,New
4/22/17,Million Reasons,Lady Gaga,4,37,20,41,-4
4/22/17,Sacrifices,Drake Featuring 2 Chainz & Young Thug,36,56,3,89,-33
4/22/17,Speak To A Girl,Tim McGraw & Faith Hill,61,61,2,70,-9
4/22/17,The Heart Part 4,Kendrick Lamar,22,22,2,85,-63
4/22/17,Tin Man,Miranda Lambert,75,0,1,75,New
4/22/17,Water Under The Bridge,Adele,26,46,22,47,-1
4/15/17,4422,Drake Featuring Sampha,50,50,2,82,-32
4/15/17,Can't Have Everything,Drake,82,82,2,97,-15
4/15/17,Do Not Disturb,Drake,60,60,2,86,-26
4/15/17,Everyday,Ariana Grande Featuring Future,55,75,7,94,-19
4/15/17,Get It Together,Drake Featuring Jorja Smith & Black Coffee,45,45,2,68,-23
4/15/17,Glow,Drake Featuring Kanye West,54,54,2,89,-35
4/15/17,Ice Melts,Drake Featuring Young Thug,62,62,2,85,-23
4/15/17,Jorja Interlude,Drake,49,49,2,83,-34
4/15/17,KMT,Drake Featuring Giggs,48,48,2,79,-31
4/15/17,Madiba Riddim,Drake,51,51,2,84,-33
4/15/17,No Long Talk,Drake Featuring Giggs,40,40,2,76,-36
4/15/17,Nothings Into Somethings,Drake,61,61,2,99,-38
4/15/17,Party Monster,The Weeknd,16,99,19,98,1
4/8/17,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,83,15,96,-13
4/8/17,Let Me Love You,DJ Snake Featuring Justin Bieber,4,41,33,47,-6
4/8/17,Lose You,Drake,64,0,1,64,New
4/8/17,Make Me (Cry),Noah Cyrus Featuring Labrinth,46,47,15,73,-26
4/8/17,Since Way Back,Drake Featuring PARTYNEXTDOOR,70,0,1,70,New
4/8/17,Skepta Interlude,Drake,76,0,1,76,New
4/8/17,Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,97,0,1,97,New
4/1/17,Better Man,Little Big Town,34,55,20,62,-7
4/1/17,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,35,27,40,-5
4/1/17,Caroline,Amine,11,47,28,49,-2
4/1/17,Chanel,Frank Ocean,72,0,1,72,New
4/1/17,Changed It,Nicki Minaj & Lil Wayne,71,0,1,71,New
4/1/17,Chantaje,Shakira Featuring Maluma,51,97,18,97,0
4/1/17,Comin Out Strong,Future Featuring The Weeknd,48,81,3,96,-15
4/1/17,Dive,Ed Sheeran,49,49,2,85,-36
4/1/17,Happier,Ed Sheeran,59,59,2,94,-35
4/1/17,Heathens,twenty one pilots,2,44,39,45,-1
4/1/17,I Got You,Bebe Rexha,43,67,11,82,-15
4/1/17,Liability,Lorde,78,0,1,78,New
4/1/17,Regret In Your Tears,Nicki Minaj,61,0,1,61,New
4/1/17,Selfish,PnB Rock,51,94,19,90,4
4/1/17,Sober Saturday Night,Chris Young Featuring Vince Gill,47,82,11,86,-4
4/1/17,Today,Brad Paisley,67,74,11,89,-15
3/25/17,A Guy With A Girl,Blake Shelton,42,91,17,100,-9
3/25/17,All Time Low,Jon Bellion,16,33,22,45,-12
3/25/17,Barcelona,Ed Sheeran,96,0,1,96,New
3/25/17,Eraser,Ed Sheeran,90,0,1,90,New
3/25/17,Hearts Don't Break Around Here,Ed Sheeran,93,0,1,93,New
3/25/17,How Would You Feel (Paean),Ed Sheeran,41,0,2,84,Re-Entry
3/25/17,New Man,Ed Sheeran,72,0,1,72,New
3/25/17,Side To Side,Ariana Grande Featuring Nicki Minaj,4,39,28,50,-11
3/25/17,Star Of The Show,Thomas Rhett,45,87,19,99,-12
3/25/17,Supermarket Flowers,Ed Sheeran,75,0,1,75,New
3/25/17,Used To This,Future Featuring Drake,14,76,18,91,-15
3/25/17,What Do I Know?,Ed Sheeran,83,0,1,83,New
3/18/17,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,72,96,3,72,24
3/18/17,Love,Lana Del Rey,44,44,2,73,-29
3/18/17,Love Me Now,John Legend,23,69,19,88,-19
3/18/17,Make Love,Gucci Mane & Nicki Minaj,78,0,1,78,New
3/18/17,No Heart,21 Savage & Metro Boomin,43,85,19,77,8
3/18/17,Not Nice,PARTYNEXTDOOR,82,88,7,95,-7
3/18/17,Treat You Better,Shawn Mendes,6,40,39,45,-5
3/11/17,Broccoli,D.R.A.M. Featuring Lil Yachty,5,37,37,47,-10
3/11/17,Dancing On My Own,Calum Scott,93,0,2,93,Re-Entry
3/11/17,Guys My Age,Hey Violet,68,68,5,83,-15
3/11/17,No Favors,Big Sean Featuring Eminem,22,63,3,97,-34
3/11/17,Rent Money,Future,54,0,1,54,New
3/11/17,Seein' Red,Dustin Lynch,55,65,9,84,-19
3/11/17,Super Trapper,Future,91,0,1,91,New
3/11/17,This Town,Niall Horan,20,38,22,48,-10
3/11/17,Zoom,Future,99,0,1,99,New
3/4/17,Bom Bidi Bom,Nick Jonas & Nicki Minaj,54,0,1,54,New
3/4/17,Everything 1K,Kodak Black,84,0,1,84,New
3/4/17,Helium,Sia,71,0,1,71,New
3/4/17,Heroe Favorito,Romeo Santos,77,0,1,77,New
3/4/17,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,42,21,48,-6
3/4/17,Sex With Me,Rihanna,83,0,15,95,Re-Entry
3/4/17,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,97,99,3,97,2
3/4/17,Starving,Hailee Steinfeld & Grey Featuring Zedd,12,34,29,40,-6
3/4/17,Wanna Be That Song,Brett Eldredge,46,88,20,90,-2
3/4/17,Way Down We Go,Kaleo,54,71,8,81,-10
2/25/17,80s Mercedes,Maren Morris,74,89,13,91,-2
2/25/17,Bad Romance,Lady Gaga,2,0,35,50,Re-Entry
2/25/17,Beauty And The Beast,Ariana Grande & John Legend,87,0,1,87,New
2/25/17,Cheap Thrills,Sia Featuring Sean Paul,1,30,52,32,-2
2/25/17,Don't Let Me Down,The Chainsmokers Featuring Daya,3,36,52,44,-8
2/25/17,Halfway Off The Balcony,Big Sean,74,0,1,74,New
2/25/17,HandClap,Fitz And The Tantrums,53,53,20,54,-1
2/25/17,I Don't,Mariah Carey Featuring YG,89,0,1,89,New
2/25/17,Jump Out The Window,Big Sean,76,0,1,76,New
2/25/17,Kelly Price,Migos Featuring Travis Scott,58,58,2,100,-42
2/25/17,Light,Big Sean Featuring Jeremih,97,0,1,97,New
2/25/17,Now & Later,Sage The Gemini,93,0,1,93,New
2/25/17,OTW,DJ Luke Nasty,71,92,8,96,-4
2/25/17,Owe Me,Big Sean,86,0,1,86,New
2/25/17,Sacrifices,Big Sean Featuring Migos,70,0,1,70,New
2/25/17,The Greatest,Sia Featuring Kendrick Lamar,18,40,23,49,-9
2/18/17,Alone,Marshmello,60,89,10,98,-9
2/18/17,Blue Ain't Your Color,Keith Urban,24,36,21,42,-6
2/18/17,Call Casting,Migos,62,0,1,62,New
2/18/17,Culture,Migos Featuring DJ Khaled,93,0,1,93,New
2/18/17,Dirty Laundry,Carrie Underwood,48,66,16,90,-24
2/18/17,Fresh Eyes,Andy Grammer,59,70,18,91,-21
2/18/17,Get Right Witcha,Migos,72,0,1,72,New
