,hot100
3457,0.0
13675,0.0
271,0.0
14622,1.0
6274,0.0
13900,0.0
7397,0.0
7845,0.0
7603,0.0
7297,0.0
3123,0.0
4424,0.0
9085,0.0
8604,0.0
10809,0.0
8099,0.0
12748,0.0
12393,0.0
637,0.0
3743,0.0
12873,0.0
6882,0.0
1902,0.0
3770,1.0
2915,0.0
4792,0.0
11087,0.0
15790,0.0
15232,0.0
11567,0.0
5068,0.0
7746,0.0
3138,0.0
13252,0.0
6143,0.0
5854,0.0
3278,0.0
229,0.0
7656,0.0
5210,0.0
4787,0.0
10321,0.0
16405,0.0
623,0.0
3077,0.0
8957,0.0
10557,0.0
4807,0.0
2454,0.0
10422,0.0
2447,0.0
12146,0.0
14457,0.0
15332,0.0
15340,0.0
10932,0.0
739,0.0
11130,0.0
16577,1.0
8207,1.0
12497,0.0
12368,0.0
1416,0.0
3855,0.0
8306,0.0
4758,0.0
16361,0.0
1365,0.0
10572,0.0
15653,0.0
639,0.0
4520,0.0
14367,0.0
4691,0.0
5316,0.0
3528,0.0
15630,0.0
5082,0.0
4782,0.0
5493,0.0
9661,1.0
6352,0.0
2326,0.0
1087,0.0
14329,0.0
227,0.0
6537,0.0
2678,0.0
1615,0.0
16322,0.0
6475,0.0
8726,0.0
15450,0.0
10156,0.0
8467,0.0
183,0.0
7148,0.0
4317,0.0
10253,0.0
11341,0.0
6652,0.0
6046,0.0
12079,1.0
14235,0.0
6867,0.0
12447,0.0
12639,0.0
6309,0.0
10409,0.0
9861,0.0
1636,0.0
15546,0.0
11402,0.0
221,0.0
14252,0.0
11789,0.0
7283,0.0
2443,0.0
10023,0.0
935,0.0
2351,0.0
17190,0.0
15455,0.0
254,0.0
8412,0.0
1481,0.0
16719,0.0
8423,0.0
15345,0.0
192,0.0
15688,0.0
3969,0.0
805,0.0
8094,0.0
3868,0.0
15849,0.0
6763,0.0
7554,0.0
1489,0.0
14446,0.0
6416,0.0
165,0.0
9961,0.0
8484,0.0
1879,0.0
17035,0.0
2811,0.0
1542,0.0
6175,0.0
15881,0.0
2893,0.0
3187,0.0
8626,0.0
9975,0.0
7391,0.0
8495,0.0
7859,0.0
13243,0.0
16959,1.0
8646,0.0
10531,0.0
5224,0.0
9704,0.0
6515,0.0
10072,1.0
7767,0.0
3039,0.0
4285,0.0
1830,0.0
6586,0.0
15417,0.0
8520,0.0
4301,0.0
6603,0.0
3495,0.0
10810,0.0
9933,0.0
4507,0.0
1467,0.0
15353,0.0
8742,0.0
11680,0.0
6647,0.0
10581,0.0
10416,0.0
15463,0.0
819,0.0
3126,0.0
15168,0.0
14029,0.0
4103,0.0
5455,0.0
2810,0.0
10485,0.0
3650,0.0
15294,0.0
4994,0.0
3105,0.0
330,0.0
7771,0.0
16290,0.0
16566,0.0
13725,0.0
827,0.0
2808,0.0
1947,0.0
10129,0.0
2413,0.0
13632,0.0
7954,0.0
16033,0.0
8794,0.0
10628,0.0
13433,0.0
7338,0.0
9838,0.0
10199,0.0
3669,0.0
11161,0.0
9943,0.0
13655,0.0
10727,0.0
13990,0.0
5535,0.0
16766,0.0
1890,0.0
15344,0.0
910,1.0
16738,0.0
3239,0.0
9791,0.0
1799,0.0
3729,0.0
15842,1.0
2157,0.0
597,0.0
5657,1.0
17103,0.0
6339,0.0
12838,0.0
3382,0.0
14999,0.0
13116,0.0
10415,0.0
15190,0.0
15071,0.0
6952,0.0
12940,0.0
15654,0.0
4674,0.0
14255,0.0
3297,0.0
1693,0.0
4528,0.0
3147,0.0
15318,0.0
15116,0.0
14475,1.0
7058,0.0
13119,0.0
3942,0.0
16372,0.0
5291,0.0
12391,0.0
10064,0.0
14189,0.0
16166,0.0
10590,0.0
1410,0.0
15076,0.0
7262,0.0
1114,0.0
4609,0.0
12848,0.0
11979,0.0
8881,0.0
6333,0.0
7410,0.0
4583,0.0
10817,0.0
76,0.0
2622,0.0
7709,0.0
15782,0.0
11702,0.0
8732,0.0
71,0.0
12211,0.0
2431,0.0
7741,0.0
6601,0.0
211,0.0
10540,0.0
1504,0.0
3072,0.0
9267,0.0
16438,0.0
9690,0.0
15268,0.0
12605,0.0
6200,0.0
3600,0.0
9129,0.0
8164,0.0
7796,0.0
10718,0.0
16649,0.0
7381,0.0
13807,0.0
7089,0.0
317,0.0
5373,0.0
8048,0.0
16309,0.0
14780,0.0
16160,0.0
6585,0.0
16156,0.0
1311,0.0
4653,0.0
12303,0.0
16401,0.0
4896,0.0
9524,0.0
10352,1.0
12072,0.0
11961,0.0
3516,0.0
2366,0.0
6669,0.0
13023,1.0
13202,0.0
13772,0.0
3635,0.0
1562,0.0
13048,0.0
5476,0.0
15850,0.0
15738,0.0
9490,0.0
12081,0.0
8869,0.0
12432,0.0
16892,0.0
7150,0.0
7575,0.0
17030,0.0
9435,0.0
14042,0.0
528,0.0
13649,0.0
14853,0.0
281,0.0
3693,0.0
15326,0.0
8228,0.0
8638,1.0
15836,0.0
7990,0.0
12155,0.0
13201,0.0
5363,0.0
7786,0.0
5954,0.0
11965,0.0
5789,0.0
10186,0.0
7260,0.0
11102,0.0
11688,0.0
15094,0.0
10107,0.0
2582,0.0
3293,0.0
17145,0.0
9153,0.0
1310,0.0
13926,0.0
3792,0.0
16148,0.0
13434,0.0
1354,0.0
13957,0.0
14254,0.0
14793,0.0
1045,0.0
2870,0.0
10008,0.0
5400,0.0
3974,0.0
3112,0.0
2112,0.0
4765,0.0
2161,1.0
4031,0.0
5806,0.0
7047,0.0
11775,0.0
10950,0.0
10771,0.0
27,0.0
695,0.0
14751,0.0
2200,0.0
15211,0.0
8580,0.0
3832,0.0
6903,0.0
13051,1.0
9908,0.0
1661,0.0
290,0.0
766,0.0
431,0.0
6329,0.0
14128,0.0
4352,0.0
7522,0.0
2558,0.0
7505,0.0
2756,0.0
6031,0.0
11522,0.0
13374,0.0
11856,0.0
13865,0.0
5570,0.0
4876,0.0
2041,0.0
10578,0.0
6607,0.0
1378,0.0
10327,0.0
10435,0.0
13999,0.0
1242,0.0
16591,1.0
5770,0.0
3062,0.0
11640,0.0
3409,0.0
9919,0.0
15144,0.0
13446,0.0
131,0.0
16000,0.0
6461,0.0
12712,0.0
11540,0.0
16003,0.0
2544,0.0
11870,0.0
8350,0.0
11514,0.0
12702,0.0
8498,0.0
1050,0.0
14134,0.0
16878,1.0
1338,0.0
10263,0.0
2004,0.0
13652,0.0
2781,0.0
15027,0.0
9632,0.0
5841,0.0
8875,0.0
6657,0.0
609,0.0
7916,0.0
8089,0.0
13777,0.0
5583,0.0
4907,0.0
16838,0.0
779,0.0
8802,0.0
3552,0.0
10196,0.0
16285,1.0
4543,0.0
5102,0.0
6285,0.0
13939,0.0
9282,0.0
12844,0.0
2783,0.0
12250,1.0
13268,0.0
5865,0.0
11737,0.0
13376,1.0
132,0.0
5466,0.0
8183,0.0
4891,0.0
1653,0.0
9878,0.0
1336,0.0
17178,0.0
6302,0.0
7807,0.0
9799,0.0
12329,0.0
11229,0.0
3709,0.0
16952,0.0
15532,0.0
8640,0.0
4862,0.0
8845,0.0
2800,0.0
4715,0.0
15603,0.0
9449,0.0
4619,0.0
459,0.0
13405,0.0
12824,0.0
10007,0.0
2923,0.0
10898,0.0
3394,0.0
11767,0.0
1704,0.0
8136,0.0
7792,0.0
8585,0.0
11959,0.0
240,0.0
10057,0.0
3340,0.0
313,0.0
9193,0.0
16268,0.0
14597,1.0
12517,0.0
149,0.0
3621,0.0
7884,0.0
16059,0.0
14697,0.0
2362,0.0
12084,0.0
4238,0.0
2182,0.0
3166,0.0
2880,0.0
2829,0.0
14490,0.0
9816,0.0
1991,0.0
11045,0.0
8492,0.0
16578,1.0
2971,0.0
10891,0.0
1444,0.0
15134,1.0
12827,0.0
2469,0.0
10084,0.0
3857,0.0
2636,0.0
7097,0.0
3647,0.0
12825,0.0
2316,0.0
15884,0.0
15443,0.0
15098,0.0
14203,0.0
12308,0.0
10291,0.0
7925,0.0
16875,0.0
16001,0.0
3665,0.0
3755,0.0
1160,0.0
17223,0.0
8579,0.0
5204,0.0
2663,0.0
5927,0.0
6761,1.0
8062,0.0
10983,0.0
477,0.0
4602,0.0
2364,0.0
15745,1.0
4819,0.0
5600,0.0
8313,1.0
1386,0.0
6858,0.0
14138,0.0
1356,0.0
7320,0.0
6846,0.0
4784,0.0
7570,0.0
16204,0.0
16781,0.0
10721,0.0
14811,0.0
10102,0.0
5274,0.0
41,0.0
15073,0.0
1236,0.0
5517,0.0
16587,0.0
6581,0.0
9010,0.0
2060,0.0
4452,0.0
3041,0.0
14025,0.0
9352,0.0
12733,0.0
3472,0.0
16323,0.0
253,0.0
6782,0.0
7467,0.0
5740,0.0
6346,0.0
12760,0.0
6141,0.0
8366,0.0
9882,0.0
7456,0.0
15127,0.0
1672,0.0
5472,0.0
13642,0.0
10172,0.0
14113,0.0
2954,0.0
11397,0.0
9685,0.0
8938,0.0
10307,0.0
6070,0.0
7236,0.0
16153,0.0
6211,0.0
8314,0.0
8446,0.0
11320,0.0
14825,0.0
14772,1.0
5969,0.0
16890,0.0
1282,1.0
1535,0.0
14273,0.0
8151,0.0
17162,0.0
5019,1.0
16687,0.0
12181,0.0
9547,0.0
11213,0.0
11618,0.0
4865,0.0
6326,0.0
10580,0.0
6484,0.0
13004,0.0
8731,0.0
14002,0.0
9358,0.0
5950,0.0
3109,0.0
1657,0.0
12612,0.0
12014,0.0
4335,0.0
6880,0.0
4558,0.0
9817,0.0
15813,0.0
9440,0.0
8407,0.0
6450,0.0
16341,0.0
6158,0.0
10907,0.0
13029,0.0
5382,0.0
3191,0.0
8222,0.0
10829,0.0
13244,0.0
12070,0.0
10013,0.0
10820,0.0
12614,0.0
10229,0.0
12604,0.0
10255,1.0
3539,0.0
15694,0.0
10070,0.0
16634,0.0
3317,0.0
13838,0.0
5562,0.0
9012,0.0
4362,0.0
13644,0.0
5676,0.0
4959,0.0
16474,0.0
562,1.0
12073,0.0
15693,0.0
10011,0.0
13682,0.0
3311,0.0
11187,0.0
16332,0.0
9501,0.0
13815,0.0
14053,0.0
12856,0.0
14971,0.0
8083,0.0
15614,0.0
1633,0.0
9361,0.0
13241,0.0
7064,0.0
11669,0.0
5555,0.0
9825,0.0
16915,0.0
12989,0.0
2776,0.0
3809,0.0
9025,0.0
6750,0.0
7847,0.0
1036,0.0
1578,0.0
2912,0.0
9854,0.0
6317,0.0
14733,0.0
5935,0.0
9364,0.0
16128,0.0
12958,0.0
6269,0.0
4735,0.0
11430,0.0
1501,0.0
14521,1.0
3052,0.0
6075,0.0
8414,0.0
4181,0.0
11739,0.0
9147,0.0
5715,0.0
2026,0.0
4797,0.0
13726,0.0
2097,0.0
4486,0.0
8577,0.0
11768,0.0
4331,0.0
16887,0.0
7086,0.0
5496,0.0
15181,0.0
10448,0.0
7820,0.0
4160,0.0
15120,0.0
16859,0.0
3421,0.0
1917,0.0
14706,1.0
14006,1.0
7558,0.0
166,0.0
2584,0.0
13636,0.0
10222,0.0
14194,0.0
6695,0.0
6120,0.0
16519,0.0
5710,0.0
6773,0.0
4188,0.0
13127,0.0
17086,0.0
10174,0.0
13129,0.0
10237,0.0
16604,0.0
15424,0.0
9146,0.0
9999,0.0
15420,0.0
12210,0.0
3699,0.0
17073,0.0
9391,0.0
6550,0.0
4589,0.0
9121,0.0
8901,0.0
10122,0.0
8680,0.0
4213,0.0
5573,0.0
5421,0.0
10742,0.0
4870,0.0
6870,0.0
10246,1.0
566,0.0
10868,0.0
11058,0.0
17193,0.0
3108,0.0
8438,0.0
5354,0.0
4175,0.0
14264,0.0
2611,0.0
8088,0.0
8914,0.0
16407,1.0
8200,0.0
2802,0.0
770,0.0
2715,0.0
16699,0.0
9493,0.0
11079,0.0
15746,1.0
15269,0.0
2233,0.0
8295,0.0
13624,0.0
2750,0.0
15764,1.0
16400,0.0
8844,0.0
8261,0.0
14420,0.0
10953,0.0
13783,0.0
5257,0.0
8021,0.0
11454,0.0
8815,0.0
5467,0.0
8499,0.0
11347,0.0
4843,0.0
11670,0.0
15520,0.0
1498,0.0
12974,0.0
15900,0.0
11564,1.0
17012,0.0
6007,0.0
9656,0.0
8572,0.0
15235,0.0
12504,0.0
2748,0.0
2718,0.0
8135,0.0
95,0.0
15089,1.0
2302,0.0
8236,0.0
2149,0.0
2266,0.0
7440,0.0
7893,0.0
13495,0.0
2516,0.0
12538,0.0
4258,0.0
10109,0.0
16569,0.0
13346,0.0
3136,0.0
3744,0.0
4594,0.0
16713,0.0
1923,0.0
15243,0.0
15980,0.0
582,0.0
10195,0.0
11233,0.0
1919,0.0
11889,0.0
10600,0.0
6909,0.0
12713,0.0
17177,0.0
575,0.0
9081,0.0
13314,0.0
7156,0.0
1173,0.0
2138,0.0
4747,0.0
12993,0.0
3195,0.0
14074,0.0
13791,0.0
12960,0.0
83,0.0
1587,0.0
12891,1.0
250,0.0
1393,0.0
7278,0.0
7742,0.0
2071,0.0
6105,0.0
3572,0.0
4289,0.0
16575,0.0
123,0.0
2267,0.0
17099,0.0
4217,0.0
10325,0.0
14731,0.0
14757,0.0
8804,0.0
12271,0.0
7277,0.0
10398,0.0
8606,0.0
7121,0.0
11016,0.0
670,0.0
5436,0.0
13190,0.0
11780,0.0
9529,0.0
7396,0.0
6164,0.0
3911,0.0
2211,0.0
9099,0.0
4366,0.0
9973,0.0
7607,0.0
14057,0.0
4693,0.0
13523,0.0
15909,0.0
69,0.0
6890,0.0
3010,0.0
2659,0.0
2517,0.0
11372,0.0
3700,0.0
8291,0.0
8762,0.0
14834,0.0
1322,0.0
16506,0.0
8110,1.0
16497,0.0
13291,0.0
10604,0.0
11046,0.0
5978,0.0
9109,1.0
15544,0.0
11073,0.0
4263,0.0
11563,0.0
1752,0.0
16433,0.0
9232,0.0
11407,0.0
17065,0.0
12464,0.0
16138,0.0
2032,0.0
9379,0.0
7668,0.0
16909,0.0
2879,0.0
406,0.0
12736,0.0
3643,0.0
12973,0.0
2821,0.0
9743,0.0
7851,1.0
11691,0.0
3251,0.0
9723,0.0
8033,0.0
7421,0.0
9324,0.0
14431,0.0
3908,0.0
10948,0.0
17110,0.0
4812,0.0
12471,0.0
2210,0.0
4596,0.0
5524,0.0
12530,0.0
11401,1.0
2342,0.0
14391,0.0
1346,0.0
13270,0.0
9811,0.0
11292,0.0
17013,0.0
5023,0.0
4425,0.0
11843,0.0
10760,0.0
12487,0.0
733,0.0
841,0.0
3546,0.0
6305,0.0
10370,1.0
4815,0.0
1518,0.0
5509,0.0
2124,0.0
16660,0.0
1793,0.0
3758,0.0
10225,0.0
886,0.0
1560,0.0
10490,0.0
818,0.0
13351,1.0
11711,0.0
10551,0.0
5943,0.0
5594,0.0
11982,0.0
3774,0.0
8650,0.0
2484,0.0
1808,0.0
14642,0.0
10097,0.0
14893,0.0
4245,0.0
5860,0.0
9664,0.0
11002,0.0
10486,0.0
1113,0.0
13963,0.0
9091,0.0
44,0.0
3169,0.0
10547,0.0
6473,0.0
4874,0.0
915,0.0
10794,0.0
5707,0.0
16297,0.0
14911,0.0
16563,1.0
5001,0.0
4711,0.0
5223,0.0
15700,0.0
5534,0.0
16107,0.0
14692,0.0
2552,0.0
5547,1.0
6659,0.0
4423,0.0
1021,0.0
3997,0.0
12144,0.0
11200,0.0
9418,0.0
3866,0.0
14997,0.0
16808,0.0
16983,0.0
1795,0.0
5111,0.0
12756,0.0
13570,0.0
5013,0.0
15662,0.0
11534,0.0
10541,0.0
4268,0.0
10946,0.0
5175,0.0
10441,0.0
9616,0.0
12022,0.0
10111,0.0
665,0.0
4573,0.0
5116,0.0
8634,0.0
14961,0.0
2284,0.0
6955,0.0
8765,0.0
14157,0.0
3630,0.0
5272,0.0
8063,0.0
13508,0.0
1472,0.0
8243,0.0
1574,0.0
1052,0.0
1861,0.0
2560,1.0
2289,0.0
1257,0.0
2127,0.0
2399,0.0
9807,0.0
11604,0.0
11511,0.0
16469,0.0
10831,0.0
3488,0.0
2620,0.0
3204,1.0
6469,0.0
7750,0.0
8077,0.0
13697,0.0
5172,0.0
2875,0.0
12462,0.0
16744,0.0
2865,0.0
943,0.0
6338,0.0
4311,0.0
1822,0.0
5946,0.0
7461,0.0
3352,0.0
10857,0.0
16595,0.0
13388,0.0
6193,0.0
6364,0.0
14180,0.0
5589,0.0
10429,0.0
4220,0.0
9651,0.0
3252,0.0
15288,0.0
12438,0.0
5853,0.0
15277,0.0
6073,0.0
16177,0.0
9384,0.0
5267,0.0
8607,0.0
9669,0.0
11631,0.0
16176,0.0
5650,1.0
3309,0.0
5673,0.0
7635,0.0
4271,0.0
12842,0.0
11606,0.0
5716,0.0
1771,0.0
8022,0.0
8966,0.0
13584,0.0
9499,0.0
3511,0.0
12953,0.0
6780,0.0
14750,1.0
16776,0.0
3341,0.0
14034,0.0
14438,0.0
3071,1.0
6459,0.0
14147,0.0
2008,0.0
6250,0.0
15217,0.0
12435,0.0
5254,0.0
12571,0.0
11473,0.0
5008,0.0
9448,0.0
12893,0.0
7966,0.0
11274,0.0
93,0.0
6287,0.0
15896,0.0
6069,0.0
14075,0.0
2437,0.0
15669,0.0
5839,0.0
14362,0.0
3813,0.0
2051,0.0
16380,0.0
4841,0.0
4321,0.0
14100,0.0
7435,0.0
12177,0.0
11385,1.0
14463,0.0
4218,0.0
15814,0.0
1688,0.0
9679,0.0
172,0.0
774,0.0
6406,1.0
13253,0.0
6911,0.0
1614,0.0
728,0.0
15576,0.0
12590,0.0
16638,1.0
8281,0.0
14605,0.0
11498,0.0
14423,0.0
2511,0.0
3316,0.0
2307,0.0
11593,0.0
5646,1.0
8367,0.0
14788,1.0
402,0.0
9365,0.0
3705,0.0
15714,0.0
6539,0.0
1732,0.0
7336,0.0
12573,0.0
273,0.0
1684,0.0
11489,0.0
6777,1.0
478,0.0
14266,0.0
12548,0.0
11727,0.0
16042,0.0
16499,0.0
3565,0.0
4644,0.0
14136,0.0
15701,0.0
11066,0.0
13410,0.0
9164,0.0
3211,0.0
8435,0.0
16075,0.0
8273,0.0
10583,0.0
6153,1.0
15944,0.0
1025,0.0
4495,0.0
13577,0.0
5313,0.0
374,0.0
2356,0.0
11119,0.0
15665,0.0
4726,0.0
8413,0.0
13151,0.0
6188,0.0
4873,0.0
9887,0.0
13837,0.0
3206,0.0
8098,0.0
17115,0.0
16106,0.0
6576,0.0
3363,0.0
16021,0.0
12800,0.0
1575,0.0
12156,0.0
7248,0.0
16861,0.0
1564,0.0
11799,0.0
8293,0.0
7365,0.0
8537,1.0
5351,0.0
11052,0.0
8909,0.0
6968,0.0
10296,0.0
9084,0.0
214,0.0
781,0.0
11491,0.0
8491,0.0
10098,0.0
14231,0.0
16840,0.0
12335,0.0
5329,0.0
9705,0.0
5287,0.0
9295,0.0
7370,0.0
7209,0.0
17192,0.0
2330,0.0
1908,0.0
5695,0.0
10331,0.0
3018,0.0
13054,0.0
8440,0.0
13180,0.0
6224,0.0
15811,0.0
13138,0.0
16820,0.0
6804,0.0
640,0.0
2251,0.0
16725,0.0
14596,0.0
287,1.0
14435,0.0
100,0.0
1740,0.0
8840,0.0
12396,0.0
3724,0.0
8776,0.0
13230,0.0
10515,0.0
3418,0.0
5700,0.0
7494,0.0
624,0.0
9612,0.0
16188,0.0
14340,0.0
15403,0.0
6875,0.0
2394,0.0
12652,0.0
139,0.0
4720,0.0
4386,0.0
6435,0.0
8553,0.0
12852,0.0
15029,1.0
3021,0.0
6555,0.0
1255,0.0
12657,0.0
14789,0.0
5312,0.0
15214,0.0
16737,1.0
7400,0.0
4053,0.0
6432,0.0
5601,0.0
16963,0.0
4683,0.0
7875,0.0
5901,0.0
10768,0.0
9536,0.0
6739,0.0
1872,0.0
13212,0.0
11415,0.0
1239,0.0
4225,0.0
5833,0.0
1418,1.0
434,0.0
2618,0.0
10709,0.0
5837,0.0
13379,0.0
14323,0.0
3436,0.0
17032,0.0
9375,0.0
1873,0.0
12097,0.0
15225,0.0
12651,0.0
4166,0.0
10647,0.0
15227,0.0
12080,0.0
16105,0.0
14150,0.0
371,0.0
144,0.0
7689,0.0
12502,0.0
16873,0.0
6321,0.0
7399,0.0
14554,0.0
5325,0.0
2837,0.0
4845,0.0
7372,0.0
2565,0.0
7905,0.0
1994,0.0
11289,0.0
13611,0.0
16082,0.0
5415,0.0
3350,0.0
1784,0.0
5503,0.0
12607,0.0
13416,0.0
6438,0.0
3973,0.0
15600,0.0
13429,0.0
2515,0.0
2695,0.0
358,0.0
3474,0.0
2309,0.0
17054,0.0
10876,0.0
14659,0.0
7768,0.0
2652,0.0
12450,0.0
1368,0.0
10134,0.0
8432,0.0
13074,0.0
7192,0.0
331,0.0
9403,0.0
14481,0.0
7860,0.0
15349,0.0
6474,0.0
13527,0.0
5743,0.0
15763,0.0
2465,0.0
1669,0.0
881,0.0
16557,0.0
61,0.0
6935,0.0
3198,0.0
10754,0.0
9569,0.0
13519,0.0
16192,0.0
12270,0.0
15137,0.0
2566,0.0
2141,0.0
6883,0.0
10081,0.0
803,1.0
7281,0.0
904,0.0
1214,0.0
12668,0.0
2352,0.0
3850,0.0
2253,0.0
3684,0.0
4612,0.0
4504,0.0
7287,0.0
5669,0.0
4212,1.0
4398,0.0
10609,0.0
411,0.0
1792,0.0
768,0.0
17131,0.0
16798,0.0
12816,0.0
9544,0.0
16733,0.0
16209,0.0
10855,0.0
5326,0.0
9362,0.0
5966,0.0
6327,0.0
13301,0.0
15039,0.0
7263,0.0
42,0.0
168,0.0
4799,0.0
13552,0.0
8983,0.0
14364,0.0
12006,0.0
2420,0.0
6684,0.0
15263,0.0
10954,0.0
1209,0.0
2520,0.0
13176,0.0
9292,0.0
13676,0.0
14869,0.0
5037,0.0
8186,0.0
8311,0.0
2745,0.0
12358,0.0
4547,0.0
12975,0.0
2373,0.0
855,0.0
16210,0.0
9621,0.0
13361,0.0
7683,0.0
13198,0.0
6499,1.0
10200,0.0
1300,1.0
15064,0.0
311,0.0
6949,0.0
14925,0.0
8477,1.0
14665,0.0
3933,0.0
6298,0.0
8511,0.0
2074,0.0
17001,0.0
58,0.0
3828,0.0
16216,0.0
9960,0.0
6341,0.0
1188,0.0
7531,0.0
11978,0.0
16336,0.0
14078,0.0
4159,0.0
17216,0.0
15142,0.0
14076,0.0
16615,0.0
1719,0.0
5980,0.0
6271,0.0
257,0.0
16586,0.0
10138,0.0
15762,0.0
831,0.0
3273,0.0
8533,0.0
15164,0.0
4640,0.0
10610,0.0
9852,0.0
4649,0.0
15933,0.0
8944,0.0
15193,0.0
4839,0.0
3331,0.0
622,0.0
24,0.0
5337,0.0
13261,0.0
5260,1.0
2377,0.0
17163,0.0
11174,0.0
3667,0.0
16452,0.0
7497,0.0
231,0.0
12615,0.0
15125,0.0
2762,0.0
4973,0.0
921,0.0
6182,1.0
6646,0.0
12377,0.0
7546,0.0
7060,0.0
5876,0.0
4552,0.0
2943,0.0
2570,0.0
11422,1.0
8893,0.0
2531,0.0
2728,0.0
16695,1.0
2370,0.0
10805,0.0
2470,0.0
6908,0.0
4478,0.0
2559,0.0
10563,0.0
10170,0.0
11293,0.0
2545,0.0
12400,0.0
13213,0.0
10005,0.0
6546,0.0
4443,0.0
12986,0.0
2779,0.0
3540,0.0
3248,0.0
4163,0.0
8496,1.0
8370,0.0
905,0.0
10015,0.0
16269,0.0
983,0.0
13382,0.0
13175,0.0
3285,0.0
15709,0.0
5180,0.0
5845,0.0
3245,0.0
4081,0.0
8521,0.0
839,0.0
8536,0.0
3936,0.0
9528,0.0
7100,0.0
10511,0.0
3170,0.0
15348,0.0
4073,0.0
14229,0.0
5136,0.0
5736,1.0
405,0.0
4445,0.0
413,0.0
11502,0.0
3401,0.0
11654,0.0
4178,0.0
13798,0.0
5914,0.0
15202,0.0
753,0.0
14742,0.0
17212,0.0
11831,0.0
10978,0.0
12798,0.0
7850,0.0
1366,0.0
10501,0.0
4051,0.0
244,0.0
5608,0.0
3096,0.0
4498,0.0
2353,0.0
11378,0.0
10061,0.0
5603,0.0
3595,0.0
7988,0.0
5551,0.0
1301,0.0
14405,0.0
1298,0.0
11216,0.0
16756,0.0
3995,0.0
1020,0.0
9155,0.0
3259,0.0
851,0.0
16989,0.0
4221,0.0
12152,0.0
821,0.0
15690,0.0
6243,0.0
13857,0.0
5236,0.0
347,0.0
11264,0.0
1892,0.0
1098,0.0
7722,0.0
15805,0.0
6516,0.0
16318,0.0
8265,1.0
13219,0.0
13978,0.0
2595,0.0
14469,0.0
11332,0.0
13107,0.0
10381,0.0
315,0.0
267,0.0
15939,0.0
5281,0.0
16706,0.0
13924,0.0
8444,0.0
10863,0.0
12985,0.0
9644,0.0
3503,0.0
2688,0.0
13337,0.0
16708,0.0
2333,0.0
10549,0.0
5741,0.0
13672,0.0
11221,0.0
835,0.0
14445,0.0
8749,0.0
4183,0.0
16943,0.0
755,0.0
1141,0.0
1640,0.0
12239,0.0
13460,0.0
471,0.0
3037,1.0
8216,0.0
13227,0.0
2039,0.0
16565,0.0
5795,0.0
869,0.0
8769,0.0
9551,0.0
5556,0.0
15712,0.0
10899,0.0
7716,0.0
13976,0.0
12972,0.0
12154,0.0
6595,0.0
9844,0.0
1455,0.0
15413,0.0
6404,0.0
8061,0.0
11482,0.0
12582,0.0
16635,0.0
13067,0.0
1330,0.0
8665,0.0
11199,0.0
11871,1.0
13135,1.0
6566,0.0
3129,0.0
16630,0.0
16621,0.0
520,0.0
5903,0.0
4662,0.0
2786,0.0
10442,0.0
3150,0.0
15198,0.0
14747,0.0
11151,0.0
4392,0.0
7348,0.0
17017,0.0
11261,0.0
11537,0.0
5852,0.0
5668,0.0
9863,0.0
6660,0.0
11569,0.0
7131,0.0
10233,0.0
13515,0.0
3098,0.0
14620,0.0
4645,0.0
5088,0.0
13237,0.0
2968,0.0
3676,0.0
2746,0.0
14667,0.0
13286,0.0
12267,0.0
7489,0.0
4702,0.0
9430,0.0
14219,0.0
10892,0.0
2901,0.0
10209,0.0
11617,0.0
15026,0.0
1026,1.0
12735,0.0
8816,1.0
13949,0.0
1476,0.0
2787,0.0
8727,0.0
938,0.0
13977,0.0
3029,0.0
2934,0.0
16002,0.0
12478,0.0
2581,0.0
10152,0.0
11246,0.0
11648,0.0
15977,0.0
128,0.0
1637,0.0
12186,0.0
10159,0.0
10951,0.0
777,0.0
15442,0.0
4203,0.0
12055,0.0
9997,0.0
7740,0.0
2064,0.0
11541,0.0
12959,0.0
9001,0.0
8891,0.0
5071,0.0
11863,0.0
2794,0.0
3779,0.0
436,0.0
17045,0.0
12600,0.0
12160,0.0
999,1.0
8285,0.0
5203,0.0
2129,0.0
16560,0.0
4247,0.0
9927,0.0
450,1.0
16975,0.0
10806,0.0
8162,0.0
11513,0.0
29,0.0
12309,0.0
16880,0.0
13971,0.0
12549,0.0
8760,1.0
12645,0.0
7280,0.0
5430,0.0
6593,0.0
10437,0.0
14409,0.0
13910,0.0
17046,0.0
8054,0.0
1907,0.0
7226,0.0
1935,0.0
13011,0.0
9814,0.0
295,0.0
14810,1.0
11497,0.0
3063,0.0
5248,0.0
3392,0.0
216,0.0
5947,0.0
7639,0.0
6451,0.0
16437,0.0
12139,0.0
13844,0.0
15766,0.0
5355,0.0
16833,0.0
9958,0.0
1174,0.0
12773,0.0
16489,0.0
8453,0.0
10772,0.0
9627,0.0
16222,0.0
4253,0.0
6464,0.0
11528,0.0
13254,0.0
5336,0.0
8090,0.0
534,0.0
7987,0.0
15809,0.0
11773,0.0
4239,0.0
3312,0.0
16558,0.0
9511,0.0
15863,0.0
16637,0.0
4216,0.0
958,0.0
13290,0.0
9222,0.0
1396,0.0
9700,0.0
6542,0.0
5718,0.0
6592,0.0
13984,0.0
243,0.0
12046,0.0
16179,0.0
10751,0.0
3921,0.0
14763,1.0
208,0.0
16302,0.0
4578,0.0
